class_id,title,description
2,Marlon King #39;s stunner does it for Forest,"NOTTINGHAM, England (AFP) - A superb last-minute goal by Nottingham Forest #39;s Jamaican international Marlon King wrapped up a suitable ending here yesterday on a day dedicated to remembering former manager Brian Clough, who died of stomach cancer last "
4,Big Blue's chip chief takes up IP helm,"High rate of patents, open-source age increase importance of intellectual property issues."
2,Giggs and Scholes give United win,"MANCHESTER, England -- Ryan Giggs and Paul Scholes scored their first league goals of the season to give Manchester United a 2-0 win over Charlton in Alex Ferguson #39;s 999th match in charge."
2,Harvard facing challenging test,"Undefeated Harvard at Princeton, defending Ivy League champion Penn at Yale, and Atlantic 10 North Division leader Northeastern at Maine highlight today's Division 1-AA New England football schedule."
2,Miller breaks through in downhill,"The way Antoine Deneriaz figures it, he was the fastest human on the course during yesterday #39;s season-opening World Cup downhill at Lake Louise, Alta."
3,The Dot-Com Era #39;s Last Gasp: Commerce One,"Commerce One says it must lay off 56 employees, leaving it with 36 to operate its supplier relationship management business unit. Years of economic devastation have left Commerce One -- once "
3,"United, Pilots Reach Tentative Contract Deal",The pilots union at United Airlines on Tuesday said its negotiators have reached a tentative contract deal with the bankrupt No. 2 US airline.
2,Pakistan coach looks to top batsmen,Coach Bob Woolmer is looking to Pakistan #39;s top batsmen to play the tour-opening match against a Western Australia 2nd XI in Perth starting Wednesday in a bid to acclimatize quickly to Australian conditions.
1,European press review,Friday #39;s European papers offer a distinctly cool reaction as the prospect of  quot;Turkey in Europe quot; appears to move one step closer.
3,Second-Quarter Server Sales Grow 8,"Economic worries notwithstanding, the server market continued to grow at a healthy clip in the second quarter, according to research firm Gartner."
3,Wall St. Bears Claw Back Into the Black (Reuters),"Reuters - Short-sellers, Wall Street's dwindling\band of ultra-cynics, are seeing green again."
3,Oil rebounds above \$47,Oil prices rebounded quickly from a brief fall late last week as fierce fighting in the Iraqi city of Najaf overshadowed Iraq #39;s resumption of full exports following a two-week disruption.
3,Shake-down in low-cost sector,"The plight of Polish low-cost carrier Air Polonia, which ceased operating on Sunday, is not the only warning that the wave of new capacity launched earlier this year serving the new European Union member states was over-ambitious."
3,Sales of Handheld Devices Dip for Third Straight Quarter,The report blames a drop in shipments from market leader palmOne and market consolidation highlighted by a near complete exit of top vendors Sony and Toshiba from international competition.
4,"EarthLink to offer voice, data Blackberry device","Internet Service Provider (ISP) EarthLink Inc. Wednesday announced it is extending its reach as a communications company by offering Research in Motion Ltd.'s BlackBerry 7750, which is both a wireless phone and a data device."
3,Fonterra bids US\$1 billion to buy out National Foods,"Fonterra Co-operative Group Ltd, the world #39;s largest dairy exporter, offered A\$1.34 billion (US\$1 billion) for the shares it does not own in National Foods Ltd, to expand milk sales in Australia and Asia."
4,Rampaging Elephants a Headache in S.Africa (Reuters),Reuters - There are no\easy answers when it comes to keeping the world's largest land\mammal in check.
4,X-ray fireworks could signal supernovae,"NASA astronomers last month detected two X-ray blasts and an almost-gamma ray burst that could be signs of imminent supernovae. The X-ray flashes came on 12 and 16 September, followed on 24 September by something "
3,Getting a Piece of a DVD Windfall,The unexpected windfall from DVD sales have become the wild card in Hollywoods negotiations with the Screen Actors Guild.
1,"Four days out, and Howard is worried","Latham may be succeeding in his audacious bid to drag older voters away from the PM, writes Shaun Carney. You can often get a sense of how political parties view their own prospects at an election through their advertising in the final week of a campaign."
2,"Stoudemire, Suns Sting Winless Hornets (AP)","AP - Amare Stoudemire scored a career-high 38 points, leading the Phoenix Suns to a 95-84 victory over the winless New Orleans Hornets on Wednesday night."
1,Engineer Builds Robot That Walks on Water,"PITTSBURGH - It could be called a mechanical miracle - a robot that walks on water. With inspiration from nature and some help from research at the Massachusetts Institute of Technology, a research team led by Carnegie Mellon engineering assistant professor Metin Sitti has built a tiny robot that can walk on water, much like insects known as water skimmers, water skaters, pond skaters or Jesus bugs..."
2,Braves southpaw Mike Hampton misses start against Phils with stiff &lt;b&gt;...&lt;/b&gt;,"Braves left-hander Mike Hampton missed his scheduled start Monday against the Philadelphia Phillies because of a stiff neck. Hampton #39;s neck had been bothering him for the past three days, said "
4,Korean and Japanese Phone Makers Win -Survey (Reuters),"Reuters - South Korean mobile phone makers\continued a rapid move up the global market rankings during the\third quarter, while growth in the wider mobile phone market\slowed, a survey found on Wednesday."
2,Offensive Linemen May Be Steelers' MVPs (AP),"AP - When the Pittsburgh Steelers vote for the team's most valuable player this year, a lot of ballots might be split five ways."
1,Blair: Iraq Report Shows Sanction Problems (AP),"AP - British Prime Minister Tony Blair said Wednesday that a U.S. arms inspector's report on Iraq shows that Saddam Hussein was ""doing his best"" to get around United Nations' sanctions."
2,What #39;s gone wrong with Tiger #39;s swing - by Vijay,"ST ANDREWS (Scotland) - Vijay Singh has avoided the  #39;Tiger Slump #39; debate - until now. In fact, the Fijian has come up with a theory about what is wrong with Tiger Woods #39; game: He has not adapted his swing to the changes in his body."
2,Cubs agree to terms with Garciaparra,"Chicago, IL (Sports Network) - The Chicago Cubs Tuesday agreed to a contract with shortstop Nomar Garciaparra. As per team policy, financial terms of the deal were not disclosed."
1,Cuba Protests U.S. Christmas Lights with a Message," HAVANA (Reuters) - Cuba has demanded that the United States  take down Christmas lights in front of its mission in Havana's  busy sea-side drive because they include a reference to jailed  dissidents, the top U.S. diplomat in the country said on  Tuesday."
2,Glazer #39;s United bid in doubt after share slump,Manchester United #39;s share price has fallen dramatically amid rumours about the collapse of a deal between the club #39;s prospective owner Malcolm Glazer and its major shareholders John Magnier and JP McManus.
1,U.S. Stretches Out S. Korea Troop Cut Until 2008," WASHINGTON/SEOUL (Reuters) - The United States agreed under  pressure from South Korea Wednesday to stretch out over an  additional three years until 2008 the withdrawal of 12,500 U.S.  troops from that country."
3,"Marsh May Have to Cut Jobs as Earnings Decline, Investors Say","Marsh  amp; McLennan Cos., the US insurance broker accused of rigging bids and taking payoffs, #39; #39; may cut jobs to help mitigate a drop in earnings, investors said."
2,Talking turkey: Bears #39; loss really offensive,"IRVING, Texas -- The Bears broke out throwback uniforms from their 1946 championship season for a national-television audience, but their offense remained stuck in the present."
1,Pakistan hunting for Chinese-abduction mastermind,"Pakistani security forces are undertaking the hunting for Abdullah Mehsud, the brain behind the scene of the abduction of two Chinese engineers, Interior Minister Ahmad Sherpao told Xinhua Saturday."
1,Senate Leaders Hope to Act on 9/11 Bill (AP),AP - Senate Majority Leader Bill Frist said Monday he will decide in the next two days whether there is a realistic chance Congress can get the Sept. 11 intelligence reorganization bill completed before Election Day.
2,Astros apologize for replay,"The Houston Astros apologized to the Cardinals on Monday, saying they erred a day earlier by showing a replay of St. Louis reliever Julian Tavarezs tantrum on the stadium scoreboard."
